Operation,Run,Time (seconds)
Decode,1146,3.52ms
Decode,1147,3.25ms
Decode,1148,3.47ms
Decode,1149,3.68ms
Decode,1150,3.48ms
Decode,1151,3.73ms
Decode,1152,3.59ms
Decode,1153,3.76ms
Decode,1154,3.65ms
Decode,1155,3.70ms
Decode,1156,3.54ms
Decode,1157,3.41ms
Decode,1158,3.32ms
Decode,1159,3.40ms
Decode,1160,3.45ms
Decode,1161,3.65ms
Decode,1162,3.45ms
Decode,1163,3.46ms
Decode,1164,3.51ms
Decode,1165,3.18ms
Decode,1166,4.04ms
Decode,1167,3.31ms
Decode,1168,3.69ms
Decode,1169,3.27ms
Decode,1170,3.21ms
Decode,1171,3.38ms
Decode,1172,3.29ms
Decode,1173,3.99ms
Decode,1174,3.61ms
Decode,1175,3.33ms
Decode,1176,3.60ms
Decode,1177,3.36ms
Decode,1178,3.69ms
Decode,1179,3.58ms
Decode,1180,3.55ms
Decode,1181,3.59ms
Decode,1182,3.63ms
Decode,1183,3.58ms
Decode,1184,3.28ms
Decode,1185,3.54ms
Decode,1186,3.30ms
Decode,1187,3.59ms
Decode,1188,3.56ms
Decode,1189,3.15ms
Decode,1190,3.61ms
Decode,1191,3.33ms
Decode,1192,3.55ms
Decode,1193,3.65ms
Decode,1194,3.38ms
Decode,1195,3.55ms
Decode,1196,3.59ms
Decode,1197,3.33ms
Decode,1198,3.60ms
Decode,1199,3.25ms
Decode,1200,3.55ms
Decode,1201,3.86ms
Decode,1202,3.46ms
Decode,1203,3.54ms
Decode,1204,3.61ms
Decode,1205,3.67ms
Decode,1206,3.42ms
Decode,1207,3.37ms
Decode,1208,3.46ms
Decode,1209,3.68ms
Decode,1210,3.42ms
Decode,1211,3.55ms
Decode,1212,3.50ms
Decode,1213,3.39ms
Decode,1214,3.22ms
Decode,1215,3.61ms
Decode,1216,3.35ms
Decode,1217,3.22ms
Decode,1218,3.28ms
Decode,1219,3.25ms
Decode,1220,3.21ms
Decode,1221,3.76ms
Decode,1222,3.63ms
Decode,1223,3.62ms
Decode,1224,3.71ms
Decode,1225,3.45ms
Decode,1226,3.63ms
Decode,1227,3.42ms
Decode,1228,3.39ms
Decode,1229,3.26ms
Decode,1230,3.41ms
Decode,1231,3.37ms
Decode,1232,3.64ms
Decode,1233,3.58ms
Decode,1234,3.52ms
Decode,1235,3.29ms
Decode,1236,3.76ms
Decode,1237,3.43ms
Decode,1238,3.24ms
Decode,1239,3.76ms
Decode,1240,3.64ms
Decode,1241,3.49ms
Decode,1242,3.44ms
Decode,1243,3.54ms
Decode,1244,3.17ms
Decode,1245,3.56ms
Decode,1246,3.14ms
Decode,1247,3.80ms
Decode,1248,3.48ms
Decode,1249,3.45ms
Decode,1250,3.91ms
Decode,1251,3.62ms
Decode,1252,3.25ms
Decode,1253,3.60ms
Decode,1254,3.35ms
Decode,1255,3.78ms
Decode,1256,3.27ms
Decode,1257,3.31ms
Decode,1258,3.24ms
Decode,1259,3.32ms
Decode,1260,3.39ms
Decode,1261,3.26ms
Decode,1262,3.65ms
Decode,1263,3.30ms
Decode,1264,3.50ms
Decode,1265,3.22ms
Decode,1266,3.73ms
Decode,1267,3.49ms
Decode,1268,3.45ms
Decode,1269,3.19ms
Decode,1270,3.41ms
Decode,1271,3.37ms
Decode,1272,30.13ms
Decode,1273,6.55ms
Decode,1274,3.38ms
Decode,1275,3.60ms
Decode,1276,3.93ms
Decode,1277,3.42ms
Decode,1278,4.02ms
Decode,1279,3.25ms
Decode,1280,3.65ms
Decode,1281,3.42ms
Decode,1282,3.29ms
Decode,1283,3.54ms
Decode,1284,3.57ms
Decode,1285,3.58ms
Decode,1286,3.59ms
Decode,1287,3.38ms
Decode,1288,3.21ms
Decode,1289,3.56ms
Decode,1290,3.39ms
Decode,1291,3.53ms
Decode,1292,4.10ms
Decode,1293,3.63ms
Decode,1294,3.82ms
Decode,1295,3.40ms
Decode,1296,3.73ms
Decode,1297,3.26ms
Decode,1298,3.54ms
Decode,1299,3.34ms
Decode,1300,3.20ms
Decode,1301,3.81ms
Decode,1302,3.21ms
Decode,1303,3.25ms
Decode,1304,3.27ms
Decode,1305,3.32ms
Decode,1306,3.21ms
Decode,1307,3.56ms
Decode,1308,3.60ms
Decode,1309,3.30ms
Decode,1310,3.57ms
Decode,1311,3.67ms
Decode,1312,3.37ms
Decode,1313,3.87ms
Decode,1314,3.28ms
Decode,1315,3.27ms
Decode,1316,3.22ms
Decode,1317,3.31ms
Decode,1318,3.73ms
Decode,1319,3.35ms
Decode,1320,3.56ms
Decode,1321,3.62ms
Decode,1322,3.38ms
Decode,1323,3.81ms
Decode,1324,3.28ms
Decode,1325,3.66ms
Decode,1326,3.33ms
Decode,1327,3.25ms
Decode,1328,3.44ms
Decode,1329,3.22ms
Decode,1330,3.51ms
Decode,1331,3.55ms
Decode,1332,3.60ms
Decode,1333,3.81ms
Decode,1334,3.68ms
Decode,1335,3.62ms
Decode,1336,3.40ms
Decode,1337,3.24ms
Decode,1338,3.45ms
Decode,1339,3.52ms
Decode,1340,3.29ms
Decode,1341,3.68ms
Decode,1342,3.33ms
Decode,1343,3.63ms
Decode,1344,3.49ms
Decode,1345,3.36ms
Decode,1346,3.60ms
Decode,1347,3.23ms
Decode,1348,3.48ms
Decode,1349,3.63ms
Decode,1350,3.81ms
Decode,1351,4.00ms
Decode,1352,3.36ms
Decode,1353,3.54ms
Decode,1354,3.27ms
Decode,1355,3.20ms
Decode,1356,3.61ms
Decode,1357,3.33ms
Decode,1358,3.34ms
Decode,1359,3.23ms
Decode,1360,3.47ms
Decode,1361,3.52ms
Decode,1362,3.74ms
Decode,1363,3.52ms
Decode,1364,3.64ms
Decode,1365,3.69ms
Decode,1366,3.59ms
Decode,1367,3.61ms
Decode,1368,3.39ms
Decode,1369,3.51ms
Decode,1370,3.69ms
Decode,1371,3.58ms
Decode,1372,3.73ms
Decode,1373,3.54ms
Decode,1374,3.39ms
Decode,1375,3.23ms
Decode,1376,3.41ms
Decode,1377,3.11ms
Decode,1378,3.45ms
Decode,1379,3.42ms
Decode,1380,3.59ms
Decode,1381,3.23ms
Decode,1382,3.51ms
Decode,1383,3.67ms
Decode,1384,3.47ms
Decode,1385,3.64ms
Decode,1386,3.62ms
Decode,1387,3.18ms
Decode,1388,3.53ms
Decode,1389,3.74ms
Decode,1390,3.40ms
Decode,1391,3.78ms
Decode,1392,3.45ms
Decode,1393,3.30ms
Decode,1394,3.51ms
Decode,1395,3.22ms
Decode,1396,3.44ms
Decode,1397,3.44ms
Decode,1398,3.31ms
Decode,1399,3.64ms
Decode,1400,3.57ms
Decode,1401,3.71ms
Decode,1402,3.52ms
Decode,1403,3.34ms
Decode,1404,3.58ms
Decode,1405,3.30ms
Decode,1406,3.58ms
Decode,1407,3.35ms
Decode,1408,3.43ms
Decode,1409,3.42ms
Decode,1410,3.45ms
Decode,1411,3.75ms
Decode,1412,3.31ms
Decode,1413,3.23ms
Decode,1414,3.69ms
Decode,1415,3.37ms
Decode,1416,3.50ms
Decode,1417,3.34ms
Decode,1418,3.23ms
Decode,1419,3.55ms
Decode,1420,3.41ms
Decode,1421,3.32ms
Decode,1422,3.19ms
Decode,1423,3.49ms
Decode,1424,3.69ms
Decode,1425,3.48ms
Decode,1426,3.78ms
Decode,1427,3.43ms
Decode,1428,3.55ms
Decode,1429,3.79ms
Decode,1430,3.52ms
Decode,1431,3.82ms
Decode,1432,3.42ms
Decode,1433,3.37ms
Decode,1434,3.45ms
Decode,1435,3.46ms
Decode,1436,3.52ms
Decode,1437,3.59ms
Decode,1438,3.39ms
Decode,1439,3.23ms
Decode,1440,3.70ms
Decode,1441,3.65ms
Decode,1442,3.67ms
Decode,1443,3.78ms
Decode,1444,3.49ms
Decode,1445,4.11ms
Decode,1446,3.66ms
Decode,1447,3.79ms
Decode,1448,3.77ms
Decode,1449,3.72ms
Decode,1450,3.69ms
Decode,1451,3.87ms
Decode,1452,3.40ms
Decode,1453,3.60ms
Decode,1454,3.21ms
Decode,1455,3.55ms
Decode,1456,3.38ms
Decode,1457,3.35ms
Decode,1458,3.75ms
Decode,1459,3.36ms
Decode,1460,3.76ms
Decode,1461,3.35ms
Decode,1462,3.29ms
Decode,1463,3.78ms
Decode,1464,3.34ms
Decode,1465,3.28ms
Decode,1466,3.38ms
Decode,1467,3.18ms
Decode,1468,3.60ms
Decode,1469,3.46ms
Decode,1470,3.67ms
Decode,1471,3.92ms
Decode,1472,3.47ms
Decode,1473,3.98ms
Decode,1474,3.35ms
Decode,1475,3.54ms
Decode,1476,3.29ms
Decode,1477,3.35ms
Decode,1478,3.63ms
Decode,1479,3.59ms
Decode,1480,3.52ms
Decode,1481,3.86ms
Decode,1482,3.64ms
Decode,1483,3.75ms
Decode,1484,3.40ms
Decode,1485,3.71ms
Decode,1486,3.34ms
Decode,1487,3.51ms
Decode,1488,3.50ms
Decode,1489,4.04ms
Decode,1490,3.50ms
Decode,1491,3.53ms
Decode,1492,3.37ms
Decode,1493,3.20ms
Decode,1494,3.45ms
Decode,1495,3.34ms
Decode,1496,3.57ms
Decode,1497,3.80ms
Decode,1498,3.61ms
Decode,1499,4.05ms
Decode,1500,3.48ms
Decode,1501,3.42ms
Decode,1502,3.23ms
Decode,1503,3.53ms
Decode,1504,3.34ms
Decode,1505,3.12ms
Decode,1506,3.47ms
Decode,1507,3.39ms
Decode,1508,3.42ms
Decode,1509,3.83ms
Decode,1510,3.39ms
Decode,1511,3.26ms
Decode,1512,4.16ms
Decode,1513,3.16ms
Decode,1514,3.43ms
Decode,1515,3.19ms
Decode,1516,3.54ms
Decode,1517,4.14ms
Decode,1518,3.50ms
Decode,1519,3.47ms
Decode,1520,25.70ms
Decode,1521,3.98ms
Decode,1522,4.02ms
Decode,1523,3.39ms
Decode,1524,3.91ms
Decode,1525,3.36ms
Decode,1526,4.00ms
Decode,1527,5.50ms
Decode,1528,3.39ms
Decode,1529,3.30ms
Decode,1530,4.05ms
Decode,1531,3.35ms
Decode,1532,4.02ms
Decode,1533,3.73ms
Decode,1534,3.57ms
Decode,1535,3.89ms
Decode,1536,3.58ms
Decode,1537,3.73ms
Decode,1538,3.50ms
Decode,1539,3.73ms
Decode,1540,3.55ms
Decode,1541,3.80ms
Decode,1542,3.59ms
Decode,1543,3.38ms
Decode,1544,3.74ms
Decode,1545,3.47ms
Decode,1546,3.63ms
Decode,1547,3.66ms
Decode,1548,3.40ms
Decode,1549,3.25ms
Decode,1550,3.32ms
Decode,1551,3.79ms
Decode,1552,3.31ms
Decode,1553,3.58ms
Decode,1554,3.56ms
Decode,1555,3.58ms
Decode,1556,3.44ms
Decode,1557,3.35ms
Decode,1558,3.70ms
Decode,1559,4.04ms
Decode,1560,3.36ms
Decode,1561,3.58ms
Decode,1562,3.33ms
Decode,1563,3.39ms
Decode,1564,3.59ms
Decode,1565,3.45ms
Decode,1566,3.19ms
Decode,1567,3.78ms
Decode,1568,25.78ms
Decode,1569,6.91ms
Decode,1570,3.80ms
Decode,1571,3.32ms
Decode,1572,3.50ms
Decode,1573,3.40ms
Decode,1574,3.17ms
Decode,1575,3.63ms
Decode,1576,3.31ms
Decode,1577,3.54ms
Decode,1578,3.35ms
Decode,1579,3.47ms
Decode,1580,3.72ms
Decode,1581,3.29ms
Decode,1582,3.13ms
Decode,1583,3.50ms
Decode,1584,3.55ms
Decode,1585,3.61ms
Decode,1586,3.39ms
Decode,1587,3.26ms
Decode,1588,3.41ms
Decode,1589,3.35ms
Decode,1590,3.19ms
Decode,1591,3.53ms
Decode,1592,3.34ms
Decode,1593,3.57ms
Decode,1594,3.38ms
Decode,1595,3.47ms
Decode,1596,3.48ms
Decode,1597,3.89ms
Decode,1598,3.32ms
Decode,1599,3.41ms
Decode,1600,3.65ms
Decode,1601,3.61ms
Decode,1602,3.58ms
Decode,1603,3.40ms
Decode,1604,3.56ms
Decode,1605,3.63ms
Decode,1606,3.55ms
Decode,1607,3.63ms
Decode,1608,3.21ms
Decode,1609,3.66ms
Decode,1610,3.41ms
Decode,1611,3.28ms
Decode,1612,3.73ms
Decode,1613,3.57ms
Decode,1614,3.47ms
Decode,1615,3.71ms
Decode,1616,3.55ms
Decode,1617,3.70ms
Decode,1618,3.36ms
Decode,1619,3.70ms
Decode,1620,3.31ms
Decode,1621,3.43ms
Decode,1622,3.51ms
Decode,1623,3.63ms
Decode,1624,3.35ms
Decode,1625,3.19ms
Decode,1626,3.25ms
Decode,1627,3.21ms
Decode,1628,3.59ms
Decode,1629,3.42ms
Decode,1630,3.47ms
Decode,1631,3.91ms
Decode,1632,3.56ms
Decode,1633,3.14ms
Decode,1634,3.63ms
Decode,1635,3.42ms
Decode,1636,3.47ms
Decode,1637,3.30ms
Decode,1638,3.49ms
Decode,1639,3.69ms
Decode,1640,3.32ms
Decode,1641,3.61ms
Decode,1642,3.28ms
Decode,1643,3.48ms
Decode,1644,3.50ms
Decode,1645,3.18ms
Decode,1646,3.75ms
Decode,1647,3.35ms
Decode,1648,3.31ms
Decode,1649,3.25ms
Decode,1650,3.15ms
Decode,1651,3.61ms
Decode,1652,3.36ms
Decode,1653,3.63ms
Decode,1654,3.78ms
Decode,1655,3.32ms
Decode,1656,3.66ms
Decode,1657,3.33ms
Decode,1658,3.54ms
Decode,1659,3.35ms
Decode,1660,3.10ms
Decode,1661,3.46ms
Decode,1662,3.13ms
Decode,1663,3.46ms
Decode,1664,3.26ms
Decode,1665,3.58ms
Decode,1666,3.74ms
Decode,1667,3.55ms
Decode,1668,3.59ms
Decode,1669,3.75ms
Decode,1670,3.49ms
Decode,1671,3.60ms
Decode,1672,3.51ms
Decode,1673,3.42ms
Decode,1674,3.22ms
Decode,1675,3.26ms
Decode,1676,3.57ms
Decode,1677,3.38ms
Decode,1678,3.56ms
Decode,1679,3.71ms
Decode,1680,3.36ms
Decode,1681,3.31ms
Decode,1682,3.21ms
Decode,1683,3.46ms
Decode,1684,3.33ms
Decode,1685,3.14ms
Decode,1686,3.46ms
Decode,1687,3.61ms
Decode,1688,3.76ms
Decode,1689,3.91ms
Decode,1690,3.38ms
Decode,1691,3.58ms
Decode,1692,3.37ms
Decode,1693,3.13ms
Decode,1694,3.27ms
Decode,1695,3.15ms
Decode,1696,3.61ms
Decode,1697,3.26ms
Decode,1698,3.37ms
Decode,1699,3.55ms
Decode,1700,3.90ms
Decode,1701,3.45ms
Decode,1702,3.41ms
Decode,1703,3.52ms
Decode,1704,3.76ms
Decode,1705,3.40ms
Decode,1706,3.62ms
Decode,1707,3.66ms
Decode,1708,3.84ms
Decode,1709,3.41ms
Decode,1710,3.43ms
Decode,1711,3.48ms
Decode,1712,3.81ms
Decode,1713,3.69ms
Decode,1714,3.91ms
Decode,1715,3.29ms
Decode,1716,4.03ms
Decode,1717,3.35ms
Decode,1718,3.56ms
Decode,1719,3.78ms
Decode,1720,3.69ms
Decode,1721,3.46ms
Decode,1722,3.25ms
Decode,1723,3.48ms
Decode,1724,3.60ms
Decode,1725,3.55ms
Decode,1726,3.82ms
Decode,1727,3.52ms
Decode,1728,3.78ms
Decode,1729,3.35ms
Decode,1730,3.25ms
Decode,1731,3.33ms
Decode,1732,3.17ms
Decode,1733,3.52ms
Decode,1734,3.60ms
Decode,1735,3.42ms
Decode,1736,3.34ms
Decode,1737,3.45ms
Decode,1738,3.42ms
Decode,1739,3.40ms
Decode,1740,3.17ms
Decode,1741,3.51ms
Decode,1742,3.44ms
Decode,1743,3.90ms
Decode,1744,3.42ms
Decode,1745,3.65ms
Decode,1746,3.20ms
Decode,1747,3.35ms
Decode,1748,3.24ms
Decode,1749,3.75ms
Decode,1750,3.37ms
Decode,1751,3.32ms
Decode,1752,3.38ms
Decode,1753,3.16ms
Decode,1754,3.46ms
Decode,1755,3.53ms
Decode,1756,3.59ms
Decode,1757,3.37ms
Decode,1758,3.26ms
Decode,1759,3.70ms
Decode,1760,3.42ms
Decode,1761,3.80ms
Decode,1762,3.34ms
Decode,1763,3.23ms
Decode,1764,3.59ms
Decode,1765,3.70ms
Decode,1766,3.69ms
Decode,1767,3.41ms
Decode,1768,3.49ms
Decode,1769,3.67ms
Decode,1770,3.40ms
Decode,1771,3.49ms
Decode,1772,3.26ms
Decode,1773,3.16ms
Decode,1774,3.37ms
Decode,1775,3.21ms
Decode,1776,3.51ms
Decode,1777,3.69ms
Decode,1778,3.48ms
Decode,1779,3.57ms
Decode,1780,3.77ms
Decode,1781,3.43ms
Decode,1782,3.40ms
Decode,1783,3.63ms
Decode,1784,3.45ms
Decode,1785,3.67ms
Decode,1786,3.53ms
Decode,1787,3.48ms
Decode,1788,3.69ms
Decode,1789,3.27ms
Decode,1790,3.90ms
Decode,1791,3.39ms
Decode,1792,3.28ms
Decode,1793,3.29ms
Decode,1794,3.21ms
Decode,1795,3.78ms
Decode,1796,3.32ms
Decode,1797,3.48ms
Decode,1798,3.53ms
Decode,1799,3.39ms
Decode,1800,3.85ms
Decode,1801,3.44ms
Decode,1802,3.44ms
Decode,1803,3.22ms
Decode,1804,3.56ms
Decode,1805,3.34ms
Decode,1806,3.15ms
Decode,1807,3.65ms
Decode,1808,3.60ms
Decode,1809,3.76ms
Decode,1810,3.63ms
Decode,1811,3.35ms
Decode,1812,3.30ms
Decode,1813,3.44ms
Decode,1814,3.14ms
Decode,1815,3.55ms
Decode,1816,3.45ms
Decode,1817,3.58ms
Decode,1818,3.78ms
Decode,1819,3.29ms
Decode,1820,3.42ms
Decode,1821,3.53ms
Decode,1822,3.11ms
Decode,1823,3.73ms
Decode,1824,3.33ms
Decode,1825,3.36ms
Decode,1826,3.14ms
Decode,1827,3.54ms
Decode,1828,3.51ms
Decode,1829,3.61ms
Decode,1830,3.29ms
Decode,1831,3.31ms
Decode,1832,3.71ms
Decode,1833,3.50ms
Decode,1834,3.58ms
Decode,1835,3.39ms
Decode,1836,3.58ms
Decode,1837,3.75ms
Decode,1838,3.34ms
Decode,1839,3.54ms
Decode,1840,3.34ms
Decode,1841,3.15ms
Decode,1842,3.44ms
Decode,1843,3.13ms
Decode,1844,3.51ms
Decode,1845,3.31ms
Decode,1846,3.54ms
Decode,1847,3.58ms
Decode,1848,3.36ms
Decode,1849,3.09ms
Decode,1850,3.45ms
Decode,1851,3.16ms
Decode,1852,3.80ms
Decode,1853,3.50ms
Decode,1854,3.61ms
Decode,1855,3.62ms
Decode,1856,3.43ms
Decode,1857,3.23ms
Decode,1858,3.44ms
Decode,1859,3.36ms
Decode,1860,3.31ms
Decode,1861,3.57ms
Decode,1862,3.38ms
Decode,1863,3.56ms
Decode,1864,3.89ms
Decode,1865,3.52ms
Decode,1866,3.73ms
Decode,1867,3.37ms
Decode,1868,3.63ms
Decode,1869,3.50ms
Decode,1870,3.66ms
Decode,1871,3.35ms
Decode,1872,3.13ms
Decode,1873,3.73ms
Decode,1874,3.56ms
Decode,1875,3.49ms
Decode,1876,3.75ms
Decode,1877,3.47ms
Decode,1878,3.65ms
Decode,1879,3.38ms
Decode,1880,3.51ms
Decode,1881,3.61ms
Decode,1882,3.83ms
Decode,1883,3.67ms
Decode,1884,3.75ms
Decode,1885,3.39ms
Decode,1886,3.12ms
Decode,1887,3.24ms
Decode,1888,3.15ms
Decode,1889,3.50ms
Decode,1890,3.14ms
Decode,1891,3.71ms
Decode,1892,3.44ms
Decode,1893,3.41ms
Decode,1894,3.50ms
Decode,1895,32.50ms
Decode,1896,4.11ms
Decode,1897,4.20ms
Decode,1898,3.48ms
Decode,1899,3.65ms
Decode,1900,3.40ms
Decode,1901,3.37ms
Decode,1902,3.34ms
Decode,1903,3.18ms
Decode,1904,3.50ms
Decode,1905,3.21ms
Decode,1906,3.44ms
Decode,1907,3.34ms
Decode,1908,3.46ms
Decode,1909,3.50ms
Decode,1910,3.46ms
Decode,1911,3.27ms
Decode,1912,3.11ms
Decode,1913,3.52ms
Decode,1914,3.18ms
Decode,1915,3.43ms
Decode,1916,3.60ms
Decode,1917,3.31ms
Decode,1918,3.60ms
Decode,1919,3.23ms
Decode,1920,3.50ms
Decode,1921,3.55ms
Decode,1922,3.24ms
Decode,1923,3.66ms
Decode,1924,3.22ms
Decode,1925,3.62ms
Decode,1926,3.31ms
Decode,1927,3.35ms
Decode,1928,3.64ms
Decode,1929,3.30ms
Decode,1930,3.40ms
Decode,1931,3.51ms
Decode,1932,3.40ms
Decode,1933,3.39ms
Decode,1934,3.55ms
Decode,1935,3.61ms
Decode,1936,3.22ms
Decode,1937,3.77ms
Decode,1938,3.61ms
Decode,1939,3.51ms
Decode,1940,3.54ms
Decode,1941,3.44ms
Decode,1942,3.43ms
Decode,1943,3.42ms
Decode,1944,3.48ms
Decode,1945,3.59ms
Decode,1946,3.31ms
Decode,1947,3.20ms
Decode,1948,3.29ms
Decode,1949,3.17ms
Decode,1950,3.57ms
Decode,1951,3.68ms
Decode,1952,3.50ms
Decode,1953,3.60ms
Decode,1954,3.75ms
Decode,1955,3.64ms
Decode,1956,3.44ms
Decode,1957,3.23ms
Decode,1958,3.94ms
Decode,1959,3.47ms
Decode,1960,3.71ms
Decode,1961,3.37ms
Decode,1962,3.30ms
Decode,1963,3.42ms
Decode,1964,3.66ms
Decode,1965,3.40ms
Decode,1966,3.92ms
Decode,1967,3.39ms
Decode,1968,3.26ms
Decode,1969,3.48ms
Decode,1970,3.42ms
Decode,1971,3.67ms
Decode,1972,3.92ms
Decode,1973,3.40ms
Decode,1974,3.46ms
Decode,1975,3.38ms
Decode,1976,3.11ms
Decode,1977,3.49ms
Decode,1978,3.38ms
Decode,1979,3.36ms
Decode,1980,3.41ms
Decode,1981,3.68ms
Decode,1982,3.63ms
Decode,1983,3.51ms
Decode,1984,3.64ms
Decode,1985,3.48ms
Decode,1986,3.20ms
Decode,1987,3.46ms
Decode,1988,3.42ms
Decode,1989,3.35ms
Decode,1990,3.53ms
Decode,1991,3.58ms
Decode,1992,3.44ms
Decode,1993,3.48ms
Decode,1994,3.84ms
Decode,1995,3.38ms
Decode,1996,3.34ms
Decode,1997,3.54ms
Decode,1998,3.67ms
Decode,1999,3.52ms
